












;[1]
"　",,"응답자수","비율"
"[전체]",,"6,181","100.0"
"거주지","서울특별시","1,467","23.7"
,"부산광역시","724","11.7"
,"대구광역시","538","8.7"
,"인천광역시","375","6.1"
,"광주광역시","215","3.5"
,"대전광역시","185","3.0"
,"울산광역시","187","3.0"
,"세종자치시","34","0.5"
,"경기도","1,284","20.8"
,"강원도","99","1.6"
,"충청도","262","4.2"
,"전라도","385","6.2"
,"경상도","416","6.7"
,"기타 지역","11","0.2"
"성별","남자","2,600","42.1"
,"여자","3,581","57.9"
"연령","15세 - 20세","127","2.1"
,"21세 - 30세","1,412","22.9"
,"31세 - 40세","1,518","24.6"
,"41세 - 50세","1,250","20.2"
,"51세 - 60세","1,371","22.2"
,"61세 이상","503","8.1"
"방문목적","휴가 및 순수여행","5,571","90.1"
,"비즈니스여행","405","6.6"
,"기타여행","204","3.3"
"여행형태","개별여행","5,884","95.2"
,"패키지여행","248","4.0"
,"부분패키지여행","49","0.8"
"방문횟수","1회","1,934","31.3"
,"2회","2,483","40.2"
,"3회","813","13.2"
,"4회 이상","951","15.4"
;




;[2]
"　",,"응답자수","1일","2일","3일","4일","5일","6일"
,"4회 이상","908","1.0 ","1.5 ","21.1 ","40.8 ","35.6 ","132,555"
;



;[49]
"　",,"응답자수","10만원 미만","10만원 이상 - 50만원 미만","50만원 이상 - 100만원 미만","100만원 이상 - 200만원 미만","200만원 이상","[평균]"
"[전체]",,"248","2.7 ","22.5 ","63.9 ","10.4 ","0.5 ","677,336"
"거주지","서울시","28","4.1 ","15.5 ","66.6 ","13.8 ","0.0 ","715,186 "
,"부산시","21","0.6 ","24.1 ","69.3 ","5.9 ","0.0 ","607,017 "
,"대구시","21","0.0 ","11.6 ","70.3 ","18.1 ","0.0 ","843,626 "
,"인천시","19","0.0 ","26.6 ","60.1 ","6.7 ","6.7 ","766,546 "
,"광주시","10","12.7 ","37.5 ","37.2 ","12.5 ","0.0 ","577,380 "
,"대전시","14","0.0 ","73.2 ","8.9 ","17.9 ","0.0 ","526,194 "
,"울산시","10","0.0 ","24.8 ","63.2 ","12.0 ","0.0 ","606,770 "
,"세종시","1","0.0 ","0.0 ","100.0 ","0.0 ","0.0 ","700,000 "
,"경기도","47","2.8 ","16.9 ","72.4 ","8.0 ","0.0 ","692,510 "
,"강원도","4","0.0 ","36.0 ","64.0 ","0.0 ","0.0 ","559,448 "
,"충청도","22","5.8 ","17.4 ","59.4 ","17.4 ","0.0 ","722,386 "
,"전라도","20","7.2 ","21.1 ","69.3 ","2.4 ","0.0 ","562,015 "
,"경상도","30","0.0 ","16.3 ","75.3 ","8.4 ","0.0 ","683,670 "
"성별","남자","125","3.1 ","16.3 ","66.1 ","13.5 ","1.0 ","724,338 "
,"여자","123","2.2 ","28.9 ","61.7 ","7.2 ","0.0 ","629,594 "
"연령","15세 - 20세","24","0.0 ","69.2 ","30.8 ","0.0 ","0.0 ","471,220 "
,"21세 - 30세","19","6.7 ","39.6 ","46.8 ","7.0 ","0.0 ","613,356 "
,"31세 - 40세","13","0.0 ","39.6 ","39.4 ","21.1 ","0.0 ","639,255 "
,"41세 - 50세","35","0.0 ","10.9 ","74.9 ","14.2 ","0.0 ","720,294 "
,"51세 - 60세","94","2.7 ","14.8 ","69.0 ","13.6 ","0.0 ","730,001 "
,"61세 이상","63","4.4 ","14.7 ","72.6 ","6.3 ","2.0 ","678,609 "
"방문목적","휴가 및 순수여행","198","2.0 ","23.1 ","67.0 ","7.9 ","0.0 ","657,969 "
,"비즈니스여행","43","3.2 ","20.1 ","50.3 ","23.5 ","2.9 ","782,016 "
,"기타여행","7","18.6 ","21.1 ","58.2 ","2.0 ","0.0 ","583,921 "
"방문횟수","1회","82","1.7 ","26.8 ","60.6 ","10.9 ","0.0 ","629,951 "
,"2회","96","2.7 ","23.5 ","68.5 ","5.3 ","0.0 ","661,488 "
,"3회","34","0.6 ","24.2 ","63.7 ","7.9 ","3.7 ","721,351 "
,"4회 이상","35","6.9 ","8.2 ","59.5 ","25.4 ","0.0 ","787,957 "
;



;[50]
"　",,"응답자수","20만원 미만","20만원 이상  - 50만원 미만","50만원 이상 - 100만원 미만","100만원 이상 - 150만원 미만","[평균]"
"[전체]",,"248","9.4 ","51.7 ","35.8 ","3.0 ","456,969"
"거주지","서울시","28","13.7 ","36.5 ","45.3 ","4.4 ","508,326 "
,"부산시","21","0.6 ","71.4 ","28.0 ","0.0 ","446,917 "
,"대구시","21","0.0 ","58.4 ","41.6 ","0.0 ","508,988 "
,"인천시","19","19.9 ","26.4 ","47.0 ","6.7 ","497,410 "
,"광주시","10","12.7 ","87.3 ","0.0 ","0.0 ","342,579 "
,"대전시","14","18.0 ","64.1 ","8.8 ","9.0 ","399,810 "
,"울산시","10","0.0 ","24.8 ","75.2 ","0.0 ","538,161 "
,"세종시","1","0.0 ","0.0 ","100.0 ","0.0 ","500,000 "
,"경기도","47","8.0 ","48.8 ","43.2 ","0.0 ","447,583 "
,"강원도","4","31.3 ","36.2 ","32.5 ","0.0 ","381,082 "
,"충청도","22","11.6 ","47.7 ","29.1 ","11.6 ","494,740 "
,"전라도","20","20.7 ","58.4 ","20.9 ","0.0 ","336,941 "
,"경상도","30","0.0 ","62.3 ","33.5 ","4.2 ","467,870 "
"성별","남자","125","6.3 ","46.3 ","42.4 ","5.0 ","492,820 "
,"여자","123","12.5 ","57.3 ","29.2 ","1.0 ","420,554 "
"연령","15세 - 20세","24","0.0 ","94.9 ","5.1 ","0.0 ","398,771 "
,"21세 - 30세","19","26.3 ","33.4 ","40.3 ","0.0 ","411,101 "
,"31세 - 40세","13","39.6 ","9.9 ","50.5 ","0.0 ","383,017 "
,"41세 - 50세","35","3.5 ","56.7 ","32.6 ","7.1 ","507,451 "
,"51세 - 60세","94","5.6 ","43.4 ","48.3 ","2.7 ","491,122 "
,"61세 이상","63","10.7 ","59.1 ","26.2 ","4.0 ","427,978 "
"방문목적","휴가 및 순수여행","198","7.9 ","56.5 ","35.0 ","0.6 ","441,071 "
,"비즈니스여행","43","14.9 ","34.7 ","35.8 ","14.7 ","525,334 "
,"기타여행","7","18.6 ","21.1 ","60.3 ","0.0 ","490,292 "
"방문횟수","1회","82","7.8 ","64.8 ","24.4 ","3.1 ","437,067 "
,"2회","96","12.0 ","46.5 ","41.5 ","0.0 ","447,038 "
,"3회","34","8.4 ","43.7 ","40.5 ","7.3 ","476,551 "
,"4회 이상","35","6.9 ","43.6 ","42.5 ","7.1 ","511,295 "
;



;[51]
"　",,"응답자수","5만원 미만","5만원 이상 - 10만원 미만","10만원 이상 - 30만원 미만","30만원 이상 - 50만원 미만","50만원 이상","경험 없음","[평균]"
"[전체]",,"248","9.7 ","17.1 ","42.0 ","13.8 ","6.2 ","11.3 ","164,532"
"거주지","서울시","28","9.6 ","13.5 ","55.2 ","4.5 ","0.0 ","17.1 ","99,217 "
,"부산시","21","6.7 ","29.4 ","35.6 ","5.9 ","0.0 ","22.3 ","102,589 "
,"대구시","21","0.0 ","11.8 ","46.7 ","29.7 ","5.9 ","5.9 ","253,125 "
,"인천시","19","19.9 ","13.3 ","40.4 ","6.7 ","13.1 ","6.6 ","183,697 "
,"광주시","10","0.0 ","38.0 ","24.1 ","12.7 ","12.5 ","12.7 ","234,675 "
,"대전시","14","27.6 ","36.4 ","27.1 ","0.0 ","8.8 ","0.0 ","106,009 "
,"울산시","10","24.8 ","0.0 ","0.0 ","0.0 ","12.0 ","63.2 ","68,609 "
,"세종시","1","0.0 ","0.0 ","100.0 ","0.0 ","0.0 ","0.0 ","200,000 "
,"경기도","47","5.4 ","19.2 ","45.3 ","13.4 ","8.0 ","8.8 ","174,197 "
,"강원도","4","31.3 ","0.0 ","32.5 ","31.5 ","0.0 ","4.7 ","168,919 "
,"충청도","22","25.2 ","8.7 ","36.4 ","18.1 ","11.6 ","0.0 ","178,059 "
,"전라도","20","1.0 ","19.3 ","45.9 ","13.4 ","2.4 ","17.9 ","157,332 "
,"경상도","30","0.4 ","12.1 ","54.3 ","28.9 ","4.2 ","0.0 ","210,489 "
"성별","남자","125","6.4 ","16.7 ","42.8 ","12.2 ","7.3 ","14.6 ","170,750 "
,"여자","123","13.0 ","17.5 ","41.1 ","15.4 ","5.2 ","7.8 ","158,216 "
"연령","15세 - 20세","24","34.5 ","31.9 ","27.3 ","0.0 ","0.0 ","6.3 ","59,554 "
,"21세 - 30세","19","13.1 ","20.7 ","47.2 ","0.0 ","0.0 ","19.0 ","79,439 "
,"31세 - 40세","13","29.8 ","19.5 ","19.9 ","0.0 ","21.1 ","9.7 ","158,616 "
,"41세 - 50세","35","10.7 ","6.8 ","61.1 ","7.2 ","7.1 ","7.1 ","164,135 "
,"51세 - 60세","94","2.9 ","12.7 ","39.6 ","21.7 ","5.4 ","17.6 ","176,135 "
,"61세 이상","63","4.7 ","22.4 ","43.0 ","17.7 ","8.3 ","3.9 ","213,627 "
"방문목적","휴가 및 순수여행","198","9.4 ","18.2 ","42.2 ","14.7 ","4.6 ","10.9 ","157,479 "
,"비즈니스여행","43","12.1 ","8.7 ","41.2 ","11.8 ","14.7 ","11.5 ","210,375 "
,"기타여행","7","0.0 ","38.6 ","40.0 ","0.0 ","0.0 ","21.4 ","82,173 "
"방문횟수","1회","82","13.2 ","16.4 ","40.2 ","15.1 ","6.1 ","9.0 ","152,066 "
,"2회","96","10.6 ","15.2 ","43.3 ","13.1 ","4.0 ","13.8 ","149,440 "
,"3회","34","4.8 ","19.6 ","49.1 ","11.6 ","11.6 ","3.4 ","220,721 "
,"4회 이상","35","3.5 ","21.8 ","35.5 ","14.5 ","7.5 ","17.3 ","180,038 "
;



;[52]
"　",,"응답자수","3만원 미만","3만원 이상 - 5만원 미만","5만원 이상 - 10만원 미만","10만원 이상 - 20만원 미만","20만원 이상","경험 없음","[평균]"
"[전체]",,"248","12.3 ","6.1 ","4.9 ","11.5 ","3.5 ","61.6 ","34,962"
"거주지","서울시","28","9.1 ","9.6 ","4.5 ","27.5 ","4.2 ","45.0 ","93,930 "
,"부산시","21","17.7 ","5.9 ","6.1 ","11.9 ","0.0 ","58.3 ","24,851 "
,"대구시","21","12.2 ","0.0 ","6.0 ","6.1 ","6.1 ","69.6 ","41,041 "
,"인천시","19","20.2 ","13.6 ","0.0 ","0.0 ","0.0 ","66.2 ","7,047 "
,"광주시","10","12.7 ","0.0 ","0.0 ","0.0 ","0.0 ","87.3 ","127 "
,"대전시","14","36.8 ","9.2 ","0.0 ","8.8 ","0.0 ","45.2 ","20,375 "
,"울산시","10","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"세종시","1","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"경기도","47","10.9 ","6.0 ","5.5 ","19.1 ","5.2 ","53.3 ","47,232 "
,"강원도","4","0.0 ","31.5 ","0.0 ","0.0 ","0.0 ","68.5 ","9,448 "
,"충청도","22","15.5 ","11.6 ","6.8 ","17.6 ","0.0 ","48.5 ","27,829 "
,"전라도","20","14.2 ","2.7 ","20.9 ","8.0 ","18.6 ","35.6 ","59,112 "
,"경상도","30","0.0 ","0.6 ","0.0 ","4.7 ","0.0 ","94.7 ","4,872 "
"성별","남자","125","9.3 ","4.4 ","3.5 ","9.7 ","3.2 ","70.0 ","27,033 "
,"여자","123","15.3 ","7.8 ","6.3 ","13.4 ","3.9 ","53.1 ","43,015 "
"연령","15세 - 20세","24","31.9 ","7.3 ","5.3 ","0.0 ","0.0 ","55.6 ","10,803 "
,"21세 - 30세","19","13.3 ","6.5 ","0.0 ","26.4 ","6.3 ","47.5 ","114,300 "
,"31세 - 40세","13","9.5 ","0.0 ","0.0 ","39.8 ","9.7 ","41.0 ","76,790 "
,"41세 - 50세","35","7.2 ","7.1 ","7.7 ","10.8 ","3.5 ","63.6 ","36,063 "
,"51세 - 60세","94","5.4 ","5.9 ","3.4 ","7.0 ","3.9 ","74.3 ","22,624 "
,"61세 이상","63","18.4 ","6.4 ","7.8 ","12.9 ","2.2 ","52.2 ","29,571 "
"방문목적","휴가 및 순수여행","198","12.1 ","5.7 ","6.1 ","9.4 ","4.4 ","62.3 ","36,449 "
,"비즈니스여행","43","3.4 ","8.8 ","0.0 ","23.3 ","0.0 ","64.5 ","31,822 "
,"기타여행","7","75.0 ","0.0 ","0.0 ","0.0 ","0.0 ","25.0 ","11,456 "
"방문횟수","1회","82","16.6 ","4.6 ","7.6 ","9.4 ","2.9 ","58.8 ","25,660 "
,"2회","96","10.8 ","7.5 ","4.2 ","13.4 ","5.0 ","59.0 ","49,007 "
,"3회","34","11.3 ","7.6 ","1.7 ","8.4 ","0.6 ","70.5 ","15,990 "
,"4회 이상","35","7.2 ","4.2 ","3.7 ","14.4 ","3.7 ","66.8 ","36,745 "
;



;[53]
"　",,"응답자수","3만원 이상 - 5만원 미만","경험없음","[평균]"
"[전체]",,"248","0.1 ","99.9 ","34"
"거주지","서울시","28","0.0 ","100.0 ","0 "
,"부산시","21","0.0 ","100.0 ","0 "
,"대구시","21","0.0 ","100.0 ","0 "
,"인천시","19","0.0 ","100.0 ","0 "
,"광주시","10","0.0 ","100.0 ","0 "
,"대전시","14","0.0 ","100.0 ","0 "
,"울산시","10","0.0 ","100.0 ","0 "
,"세종시","1","0.0 ","100.0 ","0 "
,"경기도","47","0.0 ","100.0 ","0 "
,"강원도","4","0.0 ","100.0 ","0 "
,"충청도","22","0.0 ","100.0 ","0 "
,"전라도","20","1.0 ","99.0 ","411 "
,"경상도","30","0.0 ","100.0 ","0 "
"성별","남자","125","0.2 ","99.8 ","67 "
,"여자","123","0.0 ","100.0 ","0 "
"연령","15세 - 20세","24","0.0 ","100.0 ","0 "
,"21세 - 30세","19","0.0 ","100.0 ","0 "
,"31세 - 40세","13","0.0 ","100.0 ","0 "
,"41세 - 50세","35","0.0 ","100.0 ","0 "
,"51세 - 60세","94","0.0 ","100.0 ","0 "
,"61세 이상","63","0.3 ","99.7 ","133 "
"방문목적","휴가 및 순수여행","198","0.1 ","99.9 ","42 "
,"비즈니스여행","43","0.0 ","100.0 ","0 "
,"기타여행","7","0.0 ","100.0 ","0 "
"방문횟수","1회","82","0.0 ","100.0 ","0 "
,"2회","96","0.2 ","99.8 ","87 "
,"3회","34","0.0 ","100.0 ","0 "
,"4회 이상","35","0.0 ","100.0 ","0 "
;



;[54]
"　",,"응답자수","경험없음","[평균]"
"[전체]",,"248","100.0","0.00"
"거주지","서울시","28","100.0 ","0.0 "
,"부산시","21","100.0 ","0.0 "
,"대구시","21","100.0 ","0.0 "
,"인천시","19","100.0 ","0.0 "
,"광주시","10","100.0 ","0.0 "
,"대전시","14","100.0 ","0.0 "
,"울산시","10","100.0 ","0.0 "
,"세종시","1","100.0 ","0.0 "
,"경기도","47","100.0 ","0.0 "
,"강원도","4","100.0 ","0.0 "
,"충청도","22","100.0 ","0.0 "
,"전라도","20","100.0 ","0.0 "
,"경상도","30","100.0 ","0.0 "
"성별","남자","125","100.0 ","0.0 "
,"여자","123","100.0 ","0.0 "
"연령","15세 - 20세","24","100.0 ","0.0 "
,"21세 - 30세","19","100.0 ","0.0 "
,"31세 - 40세","13","100.0 ","0.0 "
,"41세 - 50세","35","100.0 ","0.0 "
,"51세 - 60세","94","100.0 ","0.0 "
,"61세 이상","63","100.0 ","0.0 "
"방문목적","휴가 및 순수여행","198","100.0 ","0.0 "
,"비즈니스여행","43","100.0 ","0.0 "
,"기타여행","7","100.0 ","0.0 "
"방문횟수","1회","82","100.0 ","0.0 "
,"2회","96","100.0 ","0.0 "
,"3회","34","100.0 ","0.0 "
,"4회 이상","35","100.0 ","0.0 "
;



;[55]
"　",,"응답자수","2만원 미만","2만원 이상 - 5만원 미만","5만원 이상 - 10만원 미만","10만원 이상 - 20만원 미만","경험없음","[평균]"
"[전체]",,"248","1.0 ","1.5 ","1.1 ","0.5 ","95.8 ","1,504"
"거주지","서울시","28","0.0 ","0.0 ","4.5 ","0.0 ","95.5 ","2,490 "
,"부산시","21","0.0 ","5.9 ","0.0 ","0.0 ","94.1 ","1,187 "
,"대구시","21","0.0 ","0.0 ","6.0 ","0.0 ","94.0 ","2,993 "
,"인천시","19","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"광주시","10","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"대전시","14","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"울산시","10","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"세종시","1","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"경기도","47","5.3 ","2.8 ","0.0 ","2.6 ","89.3 ","3,681 "
,"강원도","4","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"충청도","22","0.0 ","5.8 ","0.0 ","0.0 ","94.2 ","1,443 "
,"전라도","20","0.0 ","0.0 ","0.9 ","0.0 ","99.1 ","465 "
,"경상도","30","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
"성별","남자","125","0.0 ","2.0 ","1.2 ","1.0 ","95.8 ","1,991 "
,"여자","123","2.0 ","1.0 ","1.0 ","0.0 ","95.9 ","1,008 "
"연령","15세 - 20세","24","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"21세 - 30세","19","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"31세 - 40세","13","9.7 ","9.9 ","0.0 ","9.9 ","70.4 ","13,407 "
,"41세 - 50세","35","3.7 ","0.0 ","3.6 ","0.0 ","92.7 ","2,290 "
,"51세 - 60세","94","0.0 ","1.3 ","0.0 ","0.0 ","98.7 ","266 "
,"61세 이상","63","0.0 ","2.1 ","2.3 ","0.0 ","95.6 ","1,569 "
"방문목적","휴가 및 순수여행","198","1.3 ","1.9 ","1.4 ","0.6 ","94.8 ","1,880 "
,"비즈니스여행","43","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"기타여행","7","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
"방문횟수","1회","82","0.0 ","0.0 ","3.3 ","1.5 ","95.2 ","3,260 "
,"2회","96","2.6 ","2.6 ","0.0 ","0.0 ","94.8 ","824 "
,"3회","34","0.0 ","3.8 ","0.0 ","0.0 ","96.2 ","756 "
,"4회 이상","35","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
;



;[56]
"　",,"응답자수","2만원 미만","2만원 이상 - 5만원 미만","5만원 이상 - 10만원 미만","10만원 이상 - 20만원 미만","20만원 이상","경험 없음","[평균]"
"[전체]",,"248","2.8 ","2.5 ","2.6 ","3.2 ","2.5 ","86.5 ","16,384"
"거주지","서울시","28","0.0 ","4.5 ","4.5 ","0.0 ","0.0 ","91.1 ","4,473"
,"부산시","21","0.6 ","0.0 ","5.9 ","11.9 ","5.9 ","75.6 ","31,473"
,"대구시","21","0.0 ","6.0 ","0.0 ","5.9 ","11.8 ","76.3 ","37,480"
,"인천시","19","0.0 ","0.0 ","0.0 ","6.6 ","6.7 ","86.7 ","78,392"
,"광주시","10","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0"
,"대전시","14","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0"
,"울산시","10","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0"
,"세종시","1","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0"
,"경기도","47","5.3 ","2.8 ","2.6 ","2.7 ","2.7 ","84.0 ","12,976"
,"강원도","4","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0"
,"충청도","22","5.8 ","5.8 ","5.8 ","5.8 ","0.0 ","76.8 ","10,464"
,"전라도","20","14.4 ","5.4 ","6.5 ","1.0 ","0.0 ","72.6 ","7,409"
,"경상도","30","0.0 ","0.0 ","0.0 ","0.4 ","0.0 ","99.6 ","439"
"성별","남자","125","2.2 ","2.0 ","3.0 ","4.3 ","5.0 ","83.5 ","27,525"
,"여자","123","3.3 ","3.0 ","2.1 ","2.0 ","0.0 ","89.5 ","5,068"
"연령","15세 - 20세","24","0.0 ","5.3 ","0.0 ","0.0 ","0.0 ","94.7 ","1,063"
,"21세 - 30세","19","0.0 ","6.6 ","0.0 ","0.0 ","0.0 ","93.4 ","1,976"
,"31세 - 40세","13","19.7 ","0.0 ","9.9 ","0.0 ","0.0 ","70.4 ","7,425"
,"41세 - 50세","35","0.0 ","3.7 ","7.1 ","0.0 ","0.0 ","89.2 ","5,011"
,"51세 - 60세","94","1.7 ","0.0 ","1.5 ","6.8 ","6.6 ","83.4 ","36,423"
,"61세 이상","63","4.4 ","3.8 ","1.9 ","2.3 ","0.0 ","87.6 ","4,613"
"방문목적","휴가 및 순수여행","198","3.3 ","3.1 ","2.6 ","3.3 ","3.2 ","84.5 ","18,937"
,"비즈니스여행","43","0.5 ","0.0 ","2.9 ","2.9 ","0.0 ","93.7 ","7,169"
,"기타여행","7","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0"
"방문횟수","1회","82","1.7 ","2.9 ","3.0 ","1.5 ","1.5 ","89.4 ","9,242"
,"2회","96","4.1 ","4.0 ","4.1 ","3.0 ","1.3 ","83.6 ","9,866"
,"3회","34","0.6 ","0.0 ","0.0 ","0.0 ","3.7 ","95.7 ","7,334"
,"4회 이상","35","3.6 ","0.0 ","0.0 ","10.6 ","7.1 ","78.7 ","59,571"
;



;[57]
"　",,"응답자수","1만원 미만","1만원 이상 - 3만원 미만","3만원 이상 - 5만원 미만","5만원 이상 - 10만원 미만","10만원 이상","경험 없음","[평균]"
"[전체]",,"248","0.1 ","0.5 ","0.1 ","1.6 ","1.5 ","96.2 ","2,952"
"거주지","서울시","28","0.0 ","0.0 ","0.0 ","4.6 ","4.4 ","90.9 ","6,751 "
,"부산시","21","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"대구시","21","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"인천시","19","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"광주시","10","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"대전시","14","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"울산시","10","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"세종시","1","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"경기도","47","0.0 ","0.0 ","0.0 ","3.1 ","2.6 ","94.3 ","6,840 "
,"강원도","4","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"충청도","22","0.0 ","5.6 ","0.0 ","5.8 ","5.8 ","82.7 ","9,850 "
,"전라도","20","1.1 ","0.0 ","0.9 ","0.0 ","0.0 ","98.0 ","345 "
,"경상도","30","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
"성별","남자","125","0.0 ","0.0 ","0.2 ","2.2 ","2.0 ","95.6 ","4,151 "
,"여자","123","0.2 ","1.0 ","0.0 ","1.0 ","1.0 ","96.8 ","1,733 "
"연령","15세 - 20세","24","0.0 ","5.1 ","0.0 ","0.0 ","0.0 ","94.9 ","1,029 "
,"21세 - 30세","19","0.0 ","0.0 ","0.0 ","0.0 ","6.5 ","93.5 ","6,540 "
,"31세 - 40세","13","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"41세 - 50세","35","0.0 ","0.0 ","0.0 ","3.6 ","3.6 ","92.9 ","5,344 "
,"51세 - 60세","94","0.2 ","0.0 ","0.0 ","1.6 ","1.3 ","96.9 ","3,431 "
,"61세 이상","63","0.0 ","0.0 ","0.3 ","2.1 ","0.0 ","97.6 ","1,119 "
"방문목적","휴가 및 순수여행","198","0.1 ","0.6 ","0.1 ","1.4 ","0.6 ","97.2 ","2,112 "
,"비즈니스여행","43","0.0 ","0.0 ","0.0 ","2.9 ","5.8 ","91.2 ","7,317 "
,"기타여행","7","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
"방문횟수","1회","82","0.0 ","1.5 ","0.2 ","1.5 ","1.5 ","95.2 ","2,655 "
,"2회","96","0.2 ","0.0 ","0.0 ","2.7 ","2.6 ","94.5 ","5,227 "
,"3회","34","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","100.0 ","0 "
,"4회 이상","35","0.0 ","0.0 ","0.0 ","0.6 ","0.0 ","99.4 ","308 "
;



;[58]
"",,"응답자수","10만원 미만","10만원 이상 - 30만원 미만","30만원 이상 - 50만원 미만","50만원 이상 - 100만원 미만","[평균]"
"[전체]",,"49","2.6 ","13.3 ","24.9 ","59.3 ","548,117"
"거주지","서울시","15","0.0 ","17.4 ","41.5 ","41.1 ","527,748 "
,"부산시","6","0.0 ","0.0 ","20.8 ","79.2 ","559,675 "
,"대구시","5","0.0 ","0.0 ","0.0 ","100.0 ","884,889 "
,"인천시","4","0.0 ","0.0 ","33.5 ","66.5 ","586,689 "
,"대전시","2","0.0 ","0.0 ","0.0 ","100.0 ","696,496 "
,"경기도","11","11.4 ","13.0 ","32.3 ","43.4 ","400,765 "
,"충청도","1","0.0 ","0.0 ","0.0 ","100.0 ","750,000 "
,"전라도","4","0.0 ","33.8 ","0.0 ","66.2 ","504,985 "
,"경상도","1","0.0 ","100.0 ","0.0 ","0.0 ","283,333 "
"성별","남자","20","6.4 ","13.7 ","18.3 ","61.5 ","598,677 "
,"여자","29","0.0 ","13.0 ","29.3 ","57.7 ","513,993 "
"연령","21세 - 30세","5","0.0 ","3.5 ","0.0 ","96.5 ","571,953 "
,"31세 - 40세","15","0.0 ","17.4 ","41.6 ","41.0 ","457,032 "
,"41세 - 50세","12","10.4 ","20.7 ","29.6 ","39.3 ","466,913 "
,"51세 - 60세","10","0.0 ","13.0 ","12.8 ","74.1 ","519,068 "
,"61세 이상","7","0.0 ","0.0 ","16.7 ","83.3 ","881,248 "
"방문목적","휴가 및 순수여행","44","2.9 ","6.1 ","27.7 ","63.3 ","571,714 "
,"비즈니스여행","4","0.0 ","67.1 ","0.0 ","32.9 ","387,706 "
,"기타여행","1","0.0 ","100.0 ","0.0 ","0.0 ","210,000 "
"방문횟수","1회","19","0.0 ","0.0 ","25.2 ","74.8 ","603,894 "
,"2회","16","7.8 ","16.7 ","30.6 ","44.9 ","526,610 "
,"3회","6","0.0 ","41.6 ","38.6 ","19.8 ","392,530 "
,"4회 이상","7","0.0 ","17.2 ","0.0 ","82.8 ","578,091 "
;



;[59]
"",,"응답자수","20만원 미만","20만원 이상 -  50만원 미만","50만원 이상 - 100만원 미만","[평균]"
"[전체]",,"49","33.3 ","61.7 ","5.0 ","252,438"
"거주지","서울시","15","34.1 ","65.9 ","0.0 ","235,703 "
,"부산시","6","60.1 ","19.3 ","20.6 ","275,117 "
,"대구시","5","0.0 ","74.8 ","25.2 ","388,085 "
,"인천시","4","0.0 ","100.0 ","0.0 ","292,848 "
,"대전시","2","0.0 ","100.0 ","0.0 ","325,399 "
,"경기도","11","46.4 ","53.6 ","0.0 ","205,885 "
,"충청도","1","0.0 ","100.0 ","0.0 ","350,000 "
,"전라도","4","33.8 ","66.2 ","0.0 ","198,717 "
,"경상도","1","100.0 ","0.0 ","0.0 ","38,889 "
"성별","남자","20","32.6 ","61.3 ","6.1 ","249,531 "
,"여자","29","33.8 ","62.0 ","4.3 ","254,399 "
"연령","21세 - 30세","5","51.1 ","48.9 ","0.0 ","220,649 "
,"31세 - 40세","15","51.2 ","48.8 ","0.0 ","236,959 "
,"41세 - 50세","12","20.7 ","79.3 ","0.0 ","236,404 "
